TransactionID,CustomerID,CustomerGender,CustomerName,CustomerCity,CustomerState,CustomerCountry,CustomerContinent,CustomerDOB
11370001,1975761,Male,Wayne Lambeth,Shreveport,Louisiana,United States,North America,1935-03-02
11370002,1975761,Male,Wayne Lambeth,Shreveport,Louisiana,United States,North America,1935-03-02
11370011,1727849,Female,Denise Smith,Eunice,Louisiana,United States,North America,1939-01-26
11370012,1727849,Female,Denise Smith,Eunice,Louisiana,United States,North America,1939-01-26
11370021,579330,Female,Christin Fenstermacher,Grönenbach,Freistaat Bayern,Germany,Europe,1971-08-25
11370022,579330,Female,Christin Fenstermacher,Grönenbach,Freistaat Bayern,Germany,Europe,1971-08-25
11370023,579330,Female,Christin Fenstermacher,Grönenbach,Freistaat Bayern,Germany,Europe,1971-08-25
11370031,1551714,Male,Jerry Richardson,Westerville,Ohio,United States,North America,1965-01-23
11370041,358149,Female,Shirley Braley,Hamilton,Ontario,Canada,North America,1944-10-25
11370042,358149,Female,Shirley Braley,Hamilton,Ontario,Canada,North America,1944-10-25
11370043,358149,Female,Shirley Braley,Hamilton,Ontario,Canada,North America,1944-10-25
11370044,358149,Female,Shirley Braley,Hamilton,Ontario,Canada,North America,1944-10-25
11370061,2034809,Female,Tihana Stanic,Oviedo,Florida,United States,North America,1954-03-04
11370081,1526835,Female,Deanna Malcom,Irving,Texas,United States,North America,1946-05-22
11370091,1326141,Male,Douglas Laubach,San Antonio,Texas,United States,North America,1968-06-07
11370092,1326141,Male,Douglas Laubach,San Antonio,Texas,United States,North America,1968-06-07
11370093,1326141,Male,Douglas Laubach,San Antonio,Texas,United States,North America,1968-06-07
11370101,1125474,Female,Tia Hammond,KINKNOCKIE,Aberdeenshire,United Kingdom,Europe,1945-01-09
11370102,1125474,Female,Tia Hammond,KINKNOCKIE,Aberdeenshire,United Kingdom,Europe,1945-01-09
11370111,1081686,Female,Sophia Hayes,DALCHREICHART,Highland,United Kingdom,Europe,1970-04-27
11370112,1081686,Female,Sophia Hayes,DALCHREICHART,Highland,United Kingdom,Europe,1970-04-27
11370113,1081686,Female,Sophia Hayes,DALCHREICHART,Highland,United Kingdom,Europe,1970-04-27
11370121,1367439,Female,Tammy Overall,Escondido,California,United States,North America,1999-05-27
11370122,1367439,Female,Tammy Overall,Escondido,California,United States,North America,1999-05-27
11370131,997175,Male,Gabriel Naylor,CHALE GREEN,Isle of Wight,United Kingdom,Europe,1952-06-21
11370132,997175,Male,Gabriel Naylor,CHALE GREEN,Isle of Wight,United Kingdom,Europe,1952-06-21
11370133,997175,Male,Gabriel Naylor,CHALE GREEN,Isle of Wight,United Kingdom,Europe,1952-06-21
11370141,659827,Male,Royce Séguin,VILLEFRANCHE-SUR-SAÔNE,Rhône-Alpes,France,Europe,1961-10-25
11370142,659827,Male,Royce Séguin,VILLEFRANCHE-SUR-SAÔNE,Rhône-Alpes,France,Europe,1961-10-25
11370143,659827,Male,Royce Séguin,VILLEFRANCHE-SUR-SAÔNE,Rhône-Alpes,France,Europe,1961-10-25
11370161,446735,Female,Sandra Schaefer,Nürnberg,Freistaat Bayern,Germany,Europe,2001-07-23
11370171,1342154,Female,Paulette Crow,Kenner,Louisiana,United States,North America,1971-12-15
11370181,860549,Male,Nikhil König,Apeldoorn,Gelderland,Netherlands,Europe,1997-01-28
11370191,2086280,Male,Michael Frei,Louisville,Kentucky,United States,North America,1958-06-17
11370192,2086280,Male,Michael Frei,Louisville,Kentucky,United States,North America,1958-06-17
11370211,1797235,Female,Troy Collins,Memphis,Tennessee,United States,North America,1937-11-06
11370212,1797235,Female,Troy Collins,Memphis,Tennessee,United States,North America,1937-11-06
11390001,982052,Female,Charlie Cole,ST MINVER,Cornwall,United Kingdom,Europe,1983-08-28
11390002,982052,Female,Charlie Cole,ST MINVER,Cornwall,United Kingdom,Europe,1983-08-28
11390003,982052,Female,Charlie Cole,ST MINVER,Cornwall,United Kingdom,Europe,1983-08-28
11390004,982052,Female,Charlie Cole,ST MINVER,Cornwall,United Kingdom,Europe,1983-08-28
11390005,982052,Female,Charlie Cole,ST MINVER,Cornwall,United Kingdom,Europe,1983-08-28
11390011,1373363,Female,Mary Grell,Denver,Colorado,United States,North America,1980-02-02
11390021,1754312,Female,Janet Luke,Snowshoe,West Virginia,United States,North America,1935-02-06
11390022,1754312,Female,Janet Luke,Snowshoe,West Virginia,United States,North America,1935-02-06
11390023,1754312,Female,Janet Luke,Snowshoe,West Virginia,United States,North America,1935-02-06
11390031,1388023,Male,David Breton,Atlanta,Georgia,United States,North America,1989-02-21
11390032,1388023,Male,David Breton,Atlanta,Georgia,United States,North America,1989-02-21
11390033,1388023,Male,David Breton,Atlanta,Georgia,United States,North America,1989-02-21
11390034,1388023,Male,David Breton,Atlanta,Georgia,United States,North America,1989-02-21
11390035,1388023,Male,David Breton,Atlanta,Georgia,United States,North America,1989-02-21
11390041,1221984,Female,Minnie Littlejohn,Baltimore,Maryland,United States,North America,1942-03-11
11390042,1221984,Female,Minnie Littlejohn,Baltimore,Maryland,United States,North America,1942-03-11
11390043,1221984,Female,Minnie Littlejohn,Baltimore,Maryland,United States,North America,1942-03-11
11390044,1221984,Female,Minnie Littlejohn,Baltimore,Maryland,United States,North America,1942-03-11
11390046,1221984,Female,Minnie Littlejohn,Baltimore,Maryland,United States,North America,1942-03-11
11390051,1789606,Male,Clifford Whitt,Jackson,Kentucky,United States,North America,1937-01-01
11390052,1789606,Male,Clifford Whitt,Jackson,Kentucky,United States,North America,1937-01-01
11390053,1789606,Male,Clifford Whitt,Jackson,Kentucky,United States,North America,1937-01-01
11390061,841472,Male,Usman Bons,Zoetermeer,Zuid-Holland,Netherlands,Europe,1989-06-15
11390063,841472,Male,Usman Bons,Zoetermeer,Zuid-Holland,Netherlands,Europe,1989-06-15
11390071,165649,Female,Rebecca Moss,WARATAH BAY,Victoria,Australia,Australia,1978-09-19
11390073,165649,Female,Rebecca Moss,WARATAH BAY,Victoria,Australia,Australia,1978-09-19
11390081,1350819,Female,Anna London,Garden City,New York,United States,North America,1955-10-18
11390082,1350819,Female,Anna London,Garden City,New York,United States,North America,1955-10-18
11390083,1350819,Female,Anna London,Garden City,New York,United States,North America,1955-10-18
11390084,1350819,Female,Anna London,Garden City,New York,United States,North America,1955-10-18
11390091,1907494,Male,Samppa Tähti,Boston,Massachusetts,United States,North America,1978-02-06
11390101,1616131,Male,Nicholas McRae,Mc Kinney,Texas,United States,North America,1970-10-20
11390102,1616131,Male,Nicholas McRae,Mc Kinney,Texas,United States,North America,1970-10-20
11390103,1616131,Male,Nicholas McRae,Mc Kinney,Texas,United States,North America,1970-10-20
11390111,1893487,Male,Dillon Pigford,Las Vegas,Nevada,United States,North America,1952-06-16
11390121,539097,Female,Julia Bosch,Triebes,Freistaat Thüringen,Germany,Europe,1954-07-22
11390131,2095996,Female,Novalie Nordström,San Francisco,California,United States,North America,1945-08-25
11390132,2095996,Female,Novalie Nordström,San Francisco,California,United States,North America,1945-08-25
11400021,2088972,Female,Eva Brandt,Ephraim,Utah,United States,North America,1935-05-19
11400022,2088972,Female,Eva Brandt,Ephraim,Utah,United States,North America,1935-05-19
11400051,915242,Female,Hollie Clark,CHIRBURY,Powys,United Kingdom,Europe,1963-03-04
11400052,915242,Female,Hollie Clark,CHIRBURY,Powys,United Kingdom,Europe,1963-03-04
11400053,915242,Female,Hollie Clark,CHIRBURY,Powys,United Kingdom,Europe,1963-03-04
11400071,955344,Female,Yasmin Briggs,EAST WALTON,West Norfolk,United Kingdom,Europe,1986-09-03
11400072,955344,Female,Yasmin Briggs,EAST WALTON,West Norfolk,United Kingdom,Europe,1986-09-03
11400073,955344,Female,Yasmin Briggs,EAST WALTON,West Norfolk,United Kingdom,Europe,1986-09-03
11400081,305010,Male,Bruce Lavin,Brantford,Ontario,Canada,North America,1974-11-29
11400091,1749542,Female,Kathleen Lincoln,Denton,Texas,United States,North America,1980-08-24
11400092,1749542,Female,Kathleen Lincoln,Denton,Texas,United States,North America,1980-08-24
11400094,1749542,Female,Kathleen Lincoln,Denton,Texas,United States,North America,1980-08-24
11400101,1950591,Female,Iva Ivanec,Laurel Hill,North Carolina,United States,North America,1978-05-11
11400102,1950591,Female,Iva Ivanec,Laurel Hill,North Carolina,United States,North America,1978-05-11
11400103,1950591,Female,Iva Ivanec,Laurel Hill,North Carolina,United States,North America,1978-05-11
11400104,1950591,Female,Iva Ivanec,Laurel Hill,North Carolina,United States,North America,1978-05-11
11400105,1950591,Female,Iva Ivanec,Laurel Hill,North Carolina,United States,North America,1978-05-11
11400106,1950591,Female,Iva Ivanec,Laurel Hill,North Carolina,United States,North America,1978-05-11
11400111,520991,Female,Antje Koehler,Ulm Mähringen,Baden-Württemberg,Germany,Europe,1970-07-26
11400121,1482078,Female,Gracie Choate,Carthage,Missouri,United States,North America,1993-06-29
11400122,1482078,Female,Gracie Choate,Carthage,Missouri,United States,North America,1993-06-29
11400131,1981868,Male,James Wallach,Burnet,Texas,United States,North America,1958-05-23
11400132,1981868,Male,James Wallach,Burnet,Texas,United States,North America,1958-05-23
11400133,1981868,Male,James Wallach,Burnet,Texas,United States,North America,1958-05-23
11400134,1981868,Male,James Wallach,Burnet,Texas,United States,North America,1958-05-23
11400135,1981868,Male,James Wallach,Burnet,Texas,United States,North America,1958-05-23
11400136,1981868,Male,James Wallach,Burnet,Texas,United States,North America,1958-05-23
11400141,1284953,Male,Jim Cosby,Oakland,California,United States,North America,1949-05-17
11400142,1284953,Male,Jim Cosby,Oakland,California,United States,North America,1949-05-17
11400143,1284953,Male,Jim Cosby,Oakland,California,United States,North America,1949-05-17
11400151,966659,Male,Michael Read,TRINITY,Angus,United Kingdom,Europe,1977-06-29
11400152,966659,Male,Michael Read,TRINITY,Angus,United Kingdom,Europe,1977-06-29
11400153,966659,Male,Michael Read,TRINITY,Angus,United Kingdom,Europe,1977-06-29
11400154,966659,Male,Michael Read,TRINITY,Angus,United Kingdom,Europe,1977-06-29
11400161,999292,Female,Faith Hart,MUCHELNEY,Somerset,United Kingdom,Europe,1973-05-07
11400162,999292,Female,Faith Hart,MUCHELNEY,Somerset,United Kingdom,Europe,1973-05-07
11400163,999292,Female,Faith Hart,MUCHELNEY,Somerset,United Kingdom,Europe,1973-05-07
11400171,1276836,Male,Jose Shirley,Savannah,Georgia,United States,North America,1952-09-29
11400172,1276836,Male,Jose Shirley,Savannah,Georgia,United States,North America,1952-09-29
11400181,1783631,Male,Louis Camacho,Las Vegas,Nevada,United States,North America,1947-12-13
11400182,1783631,Male,Louis Camacho,Las Vegas,Nevada,United States,North America,1947-12-13
11400183,1783631,Male,Louis Camacho,Las Vegas,Nevada,United States,North America,1947-12-13
11410001,146534,Female,Chloe Hudd,LAKE TYERS,Victoria,Australia,Australia,1941-12-27
11410011,1885532,Female,Diane Miller,Viking,Minnesota,United States,North America,1971-01-03
11410021,1592400,Male,Bradley McClain,Ocean Park,Washington,United States,North America,1969-08-08
11410022,1592400,Male,Bradley McClain,Ocean Park,Washington,United States,North America,1969-08-08
11410023,1592400,Male,Bradley McClain,Ocean Park,Washington,United States,North America,1969-08-08
11410024,1592400,Male,Bradley McClain,Ocean Park,Washington,United States,North America,1969-08-08
11410031,1987171,Female,Taylah Schardt,Vero Beach,Florida,United States,North America,1968-01-14
11410041,1340104,Male,Robert Cronk,Anaheim,California,United States,North America,1977-06-04
11410042,1340104,Male,Robert Cronk,Anaheim,California,United States,North America,1977-06-04
11410043,1340104,Male,Robert Cronk,Anaheim,California,United States,North America,1977-06-04
11410051,1833503,Female,Edith Jones,Port St Joe,Florida,United States,North America,1996-11-22
11410052,1833503,Female,Edith Jones,Port St Joe,Florida,United States,North America,1996-11-22
11410054,1833503,Female,Edith Jones,Port St Joe,Florida,United States,North America,1996-11-22
11410061,1132370,Male,Matthew Banks,CROSS INN,Ceredigion,United Kingdom,Europe,1975-01-02
11410062,1132370,Male,Matthew Banks,CROSS INN,Ceredigion,United Kingdom,Europe,1975-01-02
11410071,1849584,Female,Amanda Middleton,Rancho Cordova,California,United States,North America,1992-07-10
11410072,1849584,Female,Amanda Middleton,Rancho Cordova,California,United States,North America,1992-07-10
11410073,1849584,Female,Amanda Middleton,Rancho Cordova,California,United States,North America,1992-07-10
11410074,1849584,Female,Amanda Middleton,Rancho Cordova,California,United States,North America,1992-07-10
11410075,1849584,Female,Amanda Middleton,Rancho Cordova,California,United States,North America,1992-07-10
11410076,1849584,Female,Amanda Middleton,Rancho Cordova,California,United States,North America,1992-07-10
11410081,1976355,Male,Joel Mullaly,Boston,Massachusetts,United States,North America,1990-03-03
11410082,1976355,Male,Joel Mullaly,Boston,Massachusetts,United States,North America,1990-03-03
11410091,210320,Male,Steven Davin,Chambord,Quebec,Canada,North America,1990-06-18
11410092,210320,Male,Steven Davin,Chambord,Quebec,Canada,North America,1990-06-18
11410093,210320,Male,Steven Davin,Chambord,Quebec,Canada,North America,1990-06-18
11410101,1414914,Male,Mark Green,Maysville,Kentucky,United States,North America,1935-02-25
11410111,1521733,Female,Lisa Sherman,Richmond,Virginia,United States,North America,1947-06-26
11410112,1521733,Female,Lisa Sherman,Richmond,Virginia,United States,North America,1947-06-26
11410113,1521733,Female,Lisa Sherman,Richmond,Virginia,United States,North America,1947-06-26
11410114,1521733,Female,Lisa Sherman,Richmond,Virginia,United States,North America,1947-06-26
11410121,1295537,Male,Patrick Stephenson,Sharon,Kansas,United States,North America,1935-09-18
11410122,1295537,Male,Patrick Stephenson,Sharon,Kansas,United States,North America,1935-09-18
11410131,1016110,Female,Kiera Todd,TRESCOWE,Cornwall,United Kingdom,Europe,1999-02-16
11410132,1016110,Female,Kiera Todd,TRESCOWE,Cornwall,United Kingdom,Europe,1999-02-16
11410133,1016110,Female,Kiera Todd,TRESCOWE,Cornwall,United Kingdom,Europe,1999-02-16
11410134,1016110,Female,Kiera Todd,TRESCOWE,Cornwall,United Kingdom,Europe,1999-02-16
11410135,1016110,Female,Kiera Todd,TRESCOWE,Cornwall,United Kingdom,Europe,1999-02-16
11410136,1016110,Female,Kiera Todd,TRESCOWE,Cornwall,United Kingdom,Europe,1999-02-16
11410137,1016110,Female,Kiera Todd,TRESCOWE,Cornwall,United Kingdom,Europe,1999-02-16
11410141,718217,Male,Michelangelo Marchesi,Gramolazzo,Lucca,Italy,Europe,1992-02-10
11410142,718217,Male,Michelangelo Marchesi,Gramolazzo,Lucca,Italy,Europe,1992-02-10
11410151,1074065,Male,Jordan Wyatt,INNELLAN,Argyllshire,United Kingdom,Europe,1935-03-16
11410152,1074065,Male,Jordan Wyatt,INNELLAN,Argyllshire,United Kingdom,Europe,1935-03-16
11410153,1074065,Male,Jordan Wyatt,INNELLAN,Argyllshire,United Kingdom,Europe,1935-03-16
11410161,1166537,Male,Brandon Brennan,London,Westminster,United Kingdom,Europe,1971-08-04
11410162,1166537,Male,Brandon Brennan,London,Westminster,United Kingdom,Europe,1971-08-04
11410163,1166537,Male,Brandon Brennan,London,Westminster,United Kingdom,Europe,1971-08-04
11410164,1166537,Male,Brandon Brennan,London,Westminster,United Kingdom,Europe,1971-08-04
11410181,1544289,Male,Mark Bowers,Tyler,Texas,United States,North America,1981-11-03
11410182,1544289,Male,Mark Bowers,Tyler,Texas,United States,North America,1981-11-03
11410191,1114283,Male,Louis Mistry,WOODCHESTER,Stroud,United Kingdom,Europe,1950-12-28
11410192,1114283,Male,Louis Mistry,WOODCHESTER,Stroud,United Kingdom,Europe,1950-12-28
11410201,2039658,Female,Lillian Lewis,Miami,Florida,United States,North America,1942-12-12
11410202,2039658,Female,Lillian Lewis,Miami,Florida,United States,North America,1942-12-12
11410203,2039658,Female,Lillian Lewis,Miami,Florida,United States,North America,1942-12-12
11410204,2039658,Female,Lillian Lewis,Miami,Florida,United States,North America,1942-12-12
11410211,1750513,Male,Gene Frazier,San Francisco,California,United States,North America,1981-03-03
11410212,1750513,Male,Gene Frazier,San Francisco,California,United States,North America,1981-03-03
11410213,1750513,Male,Gene Frazier,San Francisco,California,United States,North America,1981-03-03
11410221,1262414,Male,Jeffrey Ortiz,Wallingford,Connecticut,United States,North America,1966-03-28
11410222,1262414,Male,Jeffrey Ortiz,Wallingford,Connecticut,United States,North America,1966-03-28
11410231,1905578,Male,Christopher Hill,Harold,Kentucky,United States,North America,1953-08-07
11410232,1905578,Male,Christopher Hill,Harold,Kentucky,United States,North America,1953-08-07
11410233,1905578,Male,Christopher Hill,Harold,Kentucky,United States,North America,1953-08-07
11410241,2072376,Female,Claire Kaeppel,Rapid City,South Dakota,United States,North America,2000-05-17
11410261,478557,Female,Ute Wirth,Dalberg,Rheinland-Pfalz,Germany,Europe,1947-06-24
11410281,955336,Female,Rachel Weston,LANGFORD,Cotswold,United Kingdom,Europe,1977-11-05
11420001,1871500,Female,Lena Pearson,Kirkwood,Missouri,United States,North America,1947-03-11
11420002,1871500,Female,Lena Pearson,Kirkwood,Missouri,United States,North America,1947-03-11
11420003,1871500,Female,Lena Pearson,Kirkwood,Missouri,United States,North America,1947-03-11
11420011,1056452,Male,Liam Gray,FREISTON,South Kesteven,United Kingdom,Europe,1992-10-10
11420013,1056452,Male,Liam Gray,FREISTON,South Kesteven,United Kingdom,Europe,1992-10-10
11420014,1056452,Male,Liam Gray,FREISTON,South Kesteven,United Kingdom,Europe,1992-10-10
11420015,1056452,Male,Liam Gray,FREISTON,South Kesteven,United Kingdom,Europe,1992-10-10
11420016,1056452,Male,Liam Gray,FREISTON,South Kesteven,United Kingdom,Europe,1992-10-10
11420021,1895594,Male,David Murley,Camden,New Jersey,United States,North America,1954-07-04
11420022,1895594,Male,David Murley,Camden,New Jersey,United States,North America,1954-07-04
11420023,1895594,Male,David Murley,Camden,New Jersey,United States,North America,1954-07-04
11420031,1010049,Male,Owen Brooks,LOWER DINCHOPE,Shropshire,United Kingdom,Europe,1981-06-29
11420032,1010049,Male,Owen Brooks,LOWER DINCHOPE,Shropshire,United Kingdom,Europe,1981-06-29
11420041,235050,Male,James Webster,Guelph,Ontario,Canada,North America,1973-10-04
11420042,235050,Male,James Webster,Guelph,Ontario,Canada,North America,1973-10-04
11420051,1965339,Male,Vinícius Souza,Searcy,Arkansas,United States,North America,1964-12-20
11420071,2032588,Male,Henri Berthiaume,Sarona,Wisconsin,United States,North America,1967-03-19
11420072,2032588,Male,Henri Berthiaume,Sarona,Wisconsin,United States,North America,1967-03-19
11420081,437422,Female,Katrin Meyer,Lüneburg,Niedersachsen,Germany,Europe,2001-06-25
11420091,1305082,Male,David West,Springfield,Missouri,United States,North America,1946-12-21
11420092,1305082,Male,David West,Springfield,Missouri,United States,North America,1946-12-21
11420093,1305082,Male,David West,Springfield,Missouri,United States,North America,1946-12-21
11420094,1305082,Male,David West,Springfield,Missouri,United States,North America,1946-12-21
11420095,1305082,Male,David West,Springfield,Missouri,United States,North America,1946-12-21
11420096,1305082,Male,David West,Springfield,Missouri,United States,North America,1946-12-21
11420097,1305082,Male,David West,Springfield,Missouri,United States,North America,1946-12-21
11420101,1975386,Female,Dragana Martinovic,Bakersfield,California,United States,North America,1977-09-03
11420102,1975386,Female,Dragana Martinovic,Bakersfield,California,United States,North America,1977-09-03
11420111,875420,Male,Jovan van Elswijk,Amersfoort,Utrecht,Netherlands,Europe,1946-04-02
11420121,582917,Female,Sarah Bosch,Duderstadt,Niedersachsen,Germany,Europe,1961-03-16
11420123,582917,Female,Sarah Bosch,Duderstadt,Niedersachsen,Germany,Europe,1961-03-16
11420124,582917,Female,Sarah Bosch,Duderstadt,Niedersachsen,Germany,Europe,1961-03-16
11420131,1808265,Male,Nicholas Benedict,East Hartford,Connecticut,United States,North America,1961-12-21
11420141,358637,Male,Jason Reed,Sudbury,Ontario,Canada,North America,1955-04-08
11420151,538152,Male,Daniel Beyer,Reinbek,Schleswig-Holstein,Germany,Europe,1982-03-26
11420161,1526612,Female,Mary Wheeler,Wheeling,West Virginia,United States,North America,1950-04-10
11420162,1526612,Female,Mary Wheeler,Wheeling,West Virginia,United States,North America,1950-04-10
11420171,1306371,Male,Justin McElroy,New Braunfels,Texas,United States,North America,1983-04-23
11420181,719537,Male,Gaetano Boni,San Possidonio,Modena,Italy,Europe,1945-04-23
11420182,719537,Male,Gaetano Boni,San Possidonio,Modena,Italy,Europe,1945-04-23
11420183,719537,Male,Gaetano Boni,San Possidonio,Modena,Italy,Europe,1945-04-23
11420191,889931,Male,Rushil Zantinge,Alkmaar,Noord-Holland,Netherlands,Europe,1959-02-14
11420192,889931,Male,Rushil Zantinge,Alkmaar,Noord-Holland,Netherlands,Europe,1959-02-14
11420211,1376585,Male,James Owens,Lincoln,California,United States,North America,1967-10-23
11420212,1376585,Male,James Owens,Lincoln,California,United States,North America,1967-10-23
11420221,1785853,Female,Minnie Arend,Whitestone,New York,United States,North America,1983-07-24
11420231,1016078,Male,Luke Connolly,GIRTON,Newark and Sherwood,United Kingdom,Europe,1946-11-19
11420241,991685,Male,Daniel Edwards,RUSHALL,Hereford,United Kingdom,Europe,1962-04-15
11420251,2071129,Female,Lucelia Muñiz,Saint Louis,Illinois,United States,North America,1957-03-30
11420261,764628,Female,Ambra Toscano,San Romualdo,Ravenna,Italy,Europe,1982-03-13
11420262,764628,Female,Ambra Toscano,San Romualdo,Ravenna,Italy,Europe,1982-03-13
11420263,764628,Female,Ambra Toscano,San Romualdo,Ravenna,Italy,Europe,1982-03-13
11420264,764628,Female,Ambra Toscano,San Romualdo,Ravenna,Italy,Europe,1982-03-13
11420271,503734,Male,Dennis Gersten,Böklund,Schleswig-Holstein,Germany,Europe,1968-12-05
11420272,503734,Male,Dennis Gersten,Böklund,Schleswig-Holstein,Germany,Europe,1968-12-05
11420273,503734,Male,Dennis Gersten,Böklund,Schleswig-Holstein,Germany,Europe,1968-12-05
11420281,227646,Male,Leroy Flatt,Quebec,Quebec,Canada,North America,1939-07-31
11420301,1097689,Female,Rachel Chambers,TWITCHEN,Exeter,United Kingdom,Europe,1946-10-13
11420302,1097689,Female,Rachel Chambers,TWITCHEN,Exeter,United Kingdom,Europe,1946-10-13
11420311,1818102,Male,Tyrone Lewis,Sturtevant,Wisconsin,United States,North America,1954-06-12
11420312,1818102,Male,Tyrone Lewis,Sturtevant,Wisconsin,United States,North America,1954-06-12
11420313,1818102,Male,Tyrone Lewis,Sturtevant,Wisconsin,United States,North America,1954-06-12
11420314,1818102,Male,Tyrone Lewis,Sturtevant,Wisconsin,United States,North America,1954-06-12
11420321,876454,Female,Hilde Bleeker,Heemskerk,Noord-Holland,Netherlands,Europe,1994-02-18
11420322,876454,Female,Hilde Bleeker,Heemskerk,Noord-Holland,Netherlands,Europe,1994-02-18
11420323,876454,Female,Hilde Bleeker,Heemskerk,Noord-Holland,Netherlands,Europe,1994-02-18
11430001,1724062,Female,Lisa Crenshaw,Sioux City,Iowa,United States,North America,1984-06-21
11430011,889395,Male,Ganesh Sijbrandij,Bergen op Zoom,Noord-Brabant,Netherlands,Europe,1937-12-15
11430031,1961837,Male,Andrija Stipanov,Miami,Florida,United States,North America,1946-05-06
11430032,1961837,Male,Andrija Stipanov,Miami,Florida,United States,North America,1946-05-06
11430033,1961837,Male,Andrija Stipanov,Miami,Florida,United States,North America,1946-05-06
11430034,1961837,Male,Andrija Stipanov,Miami,Florida,United States,North America,1946-05-06
11430051,784296,Male,Isacco Endrizzi,Roma,Roma,Italy,Europe,1943-02-24
11430061,2003153,Male,Jan Allan,Grand Rapids,Michigan,United States,North America,1967-04-16
11430062,2003153,Male,Jan Allan,Grand Rapids,Michigan,United States,North America,1967-04-16
11430063,2003153,Male,Jan Allan,Grand Rapids,Michigan,United States,North America,1967-04-16
11430071,1176492,Female,Amy Russell,BOLTBY,North Yorkshire,United Kingdom,Europe,1960-02-20
11430081,1958373,Female,Heather Taylor,Philadelphia,Pennsylvania,United States,North America,1972-04-04
11430082,1958373,Female,Heather Taylor,Philadelphia,Pennsylvania,United States,North America,1972-04-04
11430083,1958373,Female,Heather Taylor,Philadelphia,Pennsylvania,United States,North America,1972-04-04
11430091,1820236,Male,David McClain,Cheyenne,Wyoming,United States,North America,1971-09-01
11430101,917196,Male,Alexander Winter,TURNERS PUDDLE,West Dorset,United Kingdom,Europe,1949-08-16
11430102,917196,Male,Alexander Winter,TURNERS PUDDLE,West Dorset,United Kingdom,Europe,1949-08-16
11430103,917196,Male,Alexander Winter,TURNERS PUDDLE,West Dorset,United Kingdom,Europe,1949-08-16
11430111,1372912,Male,Charles Page,Chula Vista,California,United States,North America,1985-10-15
11430112,1372912,Male,Charles Page,Chula Vista,California,United States,North America,1985-10-15
11430121,1866245,Male,Elliott Velazquez,Lake Benton,Minnesota,United States,North America,1990-12-08
11430141,558614,Female,Barbara Lehmann,Lichtenstein,Freistaat Sachsen,Germany,Europe,1977-07-29
11430142,558614,Female,Barbara Lehmann,Lichtenstein,Freistaat Sachsen,Germany,Europe,1977-07-29
11430143,558614,Female,Barbara Lehmann,Lichtenstein,Freistaat Sachsen,Germany,Europe,1977-07-29
11430144,558614,Female,Barbara Lehmann,Lichtenstein,Freistaat Sachsen,Germany,Europe,1977-07-29
11430161,620099,Female,Pensee Routhier,PRIVAS,Rhône-Alpes,France,Europe,1946-12-04
11430162,620099,Female,Pensee Routhier,PRIVAS,Rhône-Alpes,France,Europe,1946-12-04
11430163,620099,Female,Pensee Routhier,PRIVAS,Rhône-Alpes,France,Europe,1946-12-04
11430171,1790410,Male,John Michael,Minneapolis,Minnesota,United States,North America,1994-05-15
11430172,1790410,Male,John Michael,Minneapolis,Minnesota,United States,North America,1994-05-15
11430173,1790410,Male,John Michael,Minneapolis,Minnesota,United States,North America,1994-05-15
11430174,1790410,Male,John Michael,Minneapolis,Minnesota,United States,North America,1994-05-15
11430175,1790410,Male,John Michael,Minneapolis,Minnesota,United States,North America,1994-05-15
11430176,1790410,Male,John Michael,Minneapolis,Minnesota,United States,North America,1994-05-15
11430181,1315621,Female,Hazel Graves,Petrolia,Pennsylvania,United States,North America,1992-07-01
11430201,1730391,Female,Kathleen Potts,East Hampton,New York,United States,North America,2001-02-15
11430202,1730391,Female,Kathleen Potts,East Hampton,New York,United States,North America,2001-02-15
11430203,1730391,Female,Kathleen Potts,East Hampton,New York,United States,North America,2001-02-15
11430211,581757,Female,Michelle Krüger,Hamburg Klostertor,Hamburg,Germany,Europe,1948-11-29
11430212,581757,Female,Michelle Krüger,Hamburg Klostertor,Hamburg,Germany,Europe,1948-11-29
11430213,581757,Female,Michelle Krüger,Hamburg Klostertor,Hamburg,Germany,Europe,1948-11-29
11430221,99810,Male,Jaxon Vonwiller,KINGSTON,Victoria,Australia,Australia,1939-03-05
11430222,99810,Male,Jaxon Vonwiller,KINGSTON,Victoria,Australia,Australia,1939-03-05
11430223,99810,Male,Jaxon Vonwiller,KINGSTON,Victoria,Australia,Australia,1939-03-05
11430224,99810,Male,Jaxon Vonwiller,KINGSTON,Victoria,Australia,Australia,1939-03-05
11430231,1090726,Male,Dominic Sharp,AISLABY,North Yorkshire,United Kingdom,Europe,1951-05-06
11430232,1090726,Male,Dominic Sharp,AISLABY,North Yorkshire,United Kingdom,Europe,1951-05-06
11430233,1090726,Male,Dominic Sharp,AISLABY,North Yorkshire,United Kingdom,Europe,1951-05-06
11430234,1090726,Male,Dominic Sharp,AISLABY,North Yorkshire,United Kingdom,Europe,1951-05-06
11430235,1090726,Male,Dominic Sharp,AISLABY,North Yorkshire,United Kingdom,Europe,1951-05-06
11430241,1969704,Female,Zrina Topic,Lyerly,Georgia,United States,North America,1961-11-05
11430242,1969704,Female,Zrina Topic,Lyerly,Georgia,United States,North America,1961-11-05
11430243,1969704,Female,Zrina Topic,Lyerly,Georgia,United States,North America,1961-11-05
11430251,1311030,Male,George Hale,Temple,Texas,United States,North America,1972-05-14
